placement,device_type,traffic_source,brand_name,category,recommendation_impressions,recommendation_clicks,recommendation_purchases,sessions_reached,customers_reached,recommendation_ctr_pct,recommendation_cvr_pct,recommendation_purchase_rate_pct,avg_rec_rank,avg_product_price,avg_product_rating,total_loves_signal,recommendation_action_segment
home_recs,desktop,paid_search,MERIT,Skincare,3,0.0,0.0,3,3,0.0,,0.0,4.33,38.0,4.65,135024.0,Low Engagement Recommendation
home_recs,mobile_web,influencer,Clarins,Bath & Body,2,0.0,0.0,2,2,0.0,,0.0,2.5,71.5,3.79,24830.0,Low Engagement Recommendation
home_recs,desktop,email,Tatcha,Mini Size,1,0.0,0.0,1,1,0.0,,0.0,4.0,22.0,3.95,54743.0,Low Engagement Recommendation
pdp_similar,mobile_app,paid_social,Charlotte Tilbury,Tools & Brushes,1,0.0,0.0,1,1,0.0,,0.0,2.0,7.0,4.41,11872.0,Low Engagement Recommendation
email_recs,mobile_app,influencer,Acqua di Parma,Mini Size,1,0.0,0.0,1,1,0.0,,0.0,1.0,77.0,3.33,7290.0,Low Engagement Recommendation
email_recs,mobile_app,affiliate,SUNDAY II SUNDAY,Hair,2,0.0,0.0,2,2,0.0,,0.0,1.0,24.0,4.15,4195.0,Low Engagement Recommendation
home_recs,desktop,paid_search,Sunday Riley,Mini Size,5,0.0,0.0,5,5,0.0,,0.0,3.6,38.8,4.32,17775.0,Low Engagement Recommendation
cart_cross_sell,mobile_app,paid_search,Skin Laundry,Skincare,3,0.0,0.0,3,3,0.0,,0.0,3.0,16.67,3.58,11461.0,Low Engagement Recommendation
home_recs,mobile_web,direct,Freck Beauty,Makeup,3,0.0,0.0,3,3,0.0,,0.0,3.33,28.67,4.27,88081.0,Low Engagement Recommendation
cart_cross_sell,mobile_web,paid_social,Shani Darden Skin Care,Skincare,5,0.0,0.0,5,5,0.0,,0.0,3.0,421.2,4.25,42138.0,Low Engagement Recommendation
cart_cross_sell,desktop,paid_search,NUDESTIX,Mini Size,1,0.0,0.0,1,1,0.0,,0.0,4.0,9.0,4.33,14631.0,Low Engagement Recommendation
home_recs,desktop,paid_search,AERIN,Mini Size,1,0.0,0.0,1,1,0.0,,0.0,2.0,35.0,4.19,11147.0,Low Engagement Recommendation
email_recs,mobile_app,affiliate,Montblanc,Bath & Body,1,0.0,0.0,1,1,0.0,,0.0,5.0,25.0,4.87,1653.0,Low Engagement Recommendation
pdp_similar,tablet,paid_search,PATRICK TA,Bath & Body,2,0.0,0.0,2,2,0.0,,0.0,2.5,54.0,4.02,85849.0,Low Engagement Recommendation
pdp_similar,mobile_app,organic,ROSE Ingleton MD,Skincare,2,0.0,0.0,2,2,0.0,,0.0,3.0,77.5,4.71,6487.0,Low Engagement Recommendation
email_recs,tablet,paid_social,Olaplex,Hair,2,0.0,0.0,2,2,0.0,,0.0,2.0,30.0,4.24,698683.0,Low Engagement Recommendation
pdp_similar,tablet,organic,LAWLESS,Mini Size,2,0.0,0.0,2,2,0.0,,0.0,4.0,20.0,3.69,31570.0,Low Engagement Recommendation
cart_cross_sell,mobile_app,paid_search,Paula's Choice,Bath & Body,1,0.0,0.0,1,1,0.0,,0.0,2.0,29.0,4.67,13376.0,Low Engagement Recommendation
pdp_similar,desktop,organic,The Original MakeUp Eraser,Tools & Brushes,4,0.0,0.0,4,4,0.0,,0.0,2.75,15.0,3.53,41116.0,Low Engagement Recommendation
email_recs,tablet,affiliate,OUAI,Hair,2,0.0,0.0,2,2,0.0,,0.0,3.0,36.0,4.43,70816.0,Low Engagement Recommendation
home_recs,desktop,direct,HERMÈS,Bath & Body,2,0.0,0.0,2,2,0.0,,0.0,1.0,54.5,3.56,3062.0,Low Engagement Recommendation
cart_cross_sell,tablet,influencer,Mizani,Hair,3,0.0,0.0,3,3,0.0,,0.0,3.33,29.0,4.43,6580.0,Low Engagement Recommendation
pdp_similar,tablet,influencer,PATRICK TA,Bath & Body,1,0.0,0.0,1,1,0.0,,0.0,3.0,58.0,3.7,56380.0,Low Engagement Recommendation
pdp_similar,tablet,affiliate,DERMAFLASH,Skincare,1,0.0,0.0,1,1,0.0,,0.0,2.0,29.0,4.29,1352.0,Low Engagement Recommendation
cart_cross_sell,tablet,email,First Aid Beauty,Skincare,1,0.0,0.0,1,1,0.0,,0.0,2.0,36.0,4.35,28615.0,Low Engagement Recommendation
home_recs,desktop,email,K18 Biomimetic Hairscience,Mini Size,2,0.0,0.0,2,2,0.0,,0.0,2.0,14.0,4.88,15018.0,Low Engagement Recommendation
cart_cross_sell,mobile_web,paid_social,MERIT,Skincare,1,0.0,0.0,1,1,0.0,,0.0,4.0,38.0,4.65,45008.0,Low Engagement Recommendation
email_recs,mobile_app,affiliate,maude,Bath & Body,2,0.0,0.0,2,2,0.0,,0.0,1.0,18.0,4.7,19346.0,Low Engagement Recommendation
home_recs,mobile_web,affiliate,Flora + Bast,Skincare,1,0.0,0.0,1,1,0.0,,0.0,4.0,44.0,5.0,986.0,Low Engagement Recommendation
pdp_similar,mobile_web,email,ROSE Ingleton MD,Skincare,4,0.0,0.0,4,4,0.0,,0.0,1.25,65.75,4.7,10718.0,Low Engagement Recommendation
cart_cross_sell,mobile_app,direct,KVD Beauty,Fragrance,2,0.0,0.0,2,2,0.0,,0.0,3.0,85.0,4.14,91082.0,Low Engagement Recommendation
cart_cross_sell,mobile_web,influencer,Deborah Lippmann,Makeup,3,0.0,0.0,3,3,0.0,,0.0,2.67,23.67,4.05,95313.0,Low Engagement Recommendation
cart_cross_sell,mobile_app,direct,Sunday Riley,Mini Size,1,0.0,0.0,1,1,0.0,,0.0,5.0,43.0,4.12,2899.0,Low Engagement Recommendation
email_recs,tablet,direct,Anastasia Beverly Hills,Tools & Brushes,2,0.0,0.0,2,2,0.0,,0.0,3.5,20.0,3.47,70156.0,Low Engagement Recommendation
cart_cross_sell,tablet,direct,LANEIGE,Skincare,3,0.0,0.0,3,3,0.0,,0.0,1.67,30.33,4.28,663308.0,Low Engagement Recommendation
home_recs,desktop,influencer,Jack Black,Bath & Body,1,0.0,0.0,1,1,0.0,,0.0,1.0,35.0,4.71,7366.0,Low Engagement Recommendation
cart_cross_sell,mobile_app,direct,Violet Voss,Makeup,2,0.0,0.0,2,2,0.0,,0.0,1.5,31.0,4.9,8365.0,Low Engagement Recommendation
email_recs,tablet,affiliate,Verb,Hair,1,0.0,0.0,1,1,0.0,,0.0,1.0,26.0,4.56,123621.0,Low Engagement Recommendation
home_recs,tablet,direct,HAUS LABS BY LADY GAGA,Makeup,2,0.0,0.0,2,2,0.0,,0.0,3.0,25.0,3.69,145270.0,Low Engagement Recommendation
pdp_similar,desktop,influencer,Slip,Hair,6,0.0,0.0,5,5,0.0,,0.0,2.33,46.0,3.48,68655.0,Low Engagement Recommendation
home_recs,mobile_app,email,Moroccanoil,Fragrance,2,0.0,0.0,2,2,0.0,,0.0,1.5,25.0,4.02,38756.0,Low Engagement Recommendation
email_recs,mobile_app,paid_search,Natasha Denona,Mini Size,2,0.0,0.0,2,2,0.0,,0.0,2.5,27.0,4.55,48767.0,Low Engagement Recommendation
pdp_similar,mobile_web,organic,Drybar,Mini Size,3,0.0,0.0,3,3,0.0,,0.0,3.0,14.0,3.68,23176.0,Low Engagement Recommendation
pdp_similar,mobile_web,organic,Dermalogica,Makeup,1,0.0,0.0,1,1,0.0,,0.0,4.0,58.0,4.32,4932.0,Low Engagement Recommendation
email_recs,mobile_app,influencer,Saie,Makeup,2,0.0,0.0,2,2,0.0,,0.0,3.5,31.0,4.14,156966.0,Low Engagement Recommendation
pdp_similar,desktop,paid_social,HUDA BEAUTY,Mini Size,2,0.0,0.0,2,2,0.0,,0.0,2.0,32.0,4.45,35726.0,Low Engagement Recommendation
cart_cross_sell,mobile_web,direct,HERMÈS,Fragrance,9,0.0,0.0,9,9,0.0,,0.0,2.89,131.78,4.38,42509.0,Low Engagement Recommendation
pdp_similar,mobile_web,paid_social,Origins,Bath & Body,1,0.0,0.0,1,1,0.0,,0.0,1.0,41.0,4.42,9188.0,Low Engagement Recommendation
email_recs,mobile_web,influencer,Ellis Brooklyn,Bath & Body,1,0.0,0.0,1,1,0.0,,0.0,3.0,30.0,4.33,2680.0,Low Engagement Recommendation
cart_cross_sell,mobile_web,paid_search,bareMinerals,Mini Size,2,0.0,0.0,2,2,0.0,,0.0,2.0,13.0,1.83,2896.0,Low Engagement Recommendation
cart_cross_sell,desktop,email,Josie Maran,Bath & Body,2,0.0,0.0,2,2,0.0,,0.0,3.0,46.0,4.58,50012.0,Low Engagement Recommendation
email_recs,desktop,paid_social,NuFACE,Skincare,3,0.0,0.0,3,3,0.0,,0.0,3.33,254.33,4.18,30485.0,Low Engagement Recommendation
cart_cross_sell,mobile_app,email,Ellis Brooklyn,Mini Size,1,0.0,0.0,1,1,0.0,,0.0,3.0,32.0,3.85,6813.0,Low Engagement Recommendation
email_recs,tablet,paid_search,ROSE INC,Skincare,1,0.0,0.0,1,1,0.0,,0.0,4.0,70.0,4.66,5567.0,Low Engagement Recommendation
home_recs,mobile_web,influencer,Christophe Robin,Hair,5,0.0,0.0,5,5,0.0,,0.0,1.8,47.4,3.47,99006.0,Low Engagement Recommendation
pdp_similar,tablet,email,Bobbi Brown,Mini Size,2,0.0,0.0,2,2,0.0,,0.0,4.0,24.5,4.37,133731.0,Low Engagement Recommendation
cart_cross_sell,desktop,affiliate,LAWLESS,Makeup,4,0.0,0.0,4,4,0.0,,0.0,2.0,32.75,4.58,40805.0,Low Engagement Recommendation
pdp_similar,desktop,organic,The Maker,Fragrance,4,0.0,0.0,4,4,0.0,,0.0,2.25,151.25,4.29,56.0,Low Engagement Recommendation
home_recs,mobile_web,direct,Urban Decay,Mini Size,3,0.0,0.0,3,3,0.0,,0.0,2.33,21.67,4.32,140567.0,Low Engagement Recommendation
pdp_similar,desktop,organic,Google,Tools & Brushes,2,0.0,0.0,2,2,0.0,,0.0,4.0,129.0,4.61,6818.0,Low Engagement Recommendation
email_recs,mobile_app,organic,The Nue Co.,Skincare,7,0.0,0.0,7,7,0.0,,0.0,3.14,41.86,4.39,17486.0,Low Engagement Recommendation
pdp_similar,mobile_web,direct,Moroccanoil,Fragrance,1,0.0,0.0,1,1,0.0,,0.0,2.0,18.0,3.61,17651.0,Low Engagement Recommendation
home_recs,desktop,organic,World of Chris Collins,Fragrance,3,0.0,0.0,3,3,0.0,,0.0,2.67,133.33,4.29,3451.0,Low Engagement Recommendation
home_recs,mobile_web,paid_social,Fable & Mane,Mini Size,1,0.0,0.0,1,1,0.0,,0.0,1.0,16.0,4.36,28612.0,Low Engagement Recommendation
email_recs,mobile_web,influencer,Velour Lashes,Makeup,3,0.0,0.0,3,3,0.0,,0.0,2.0,28.67,4.19,28506.0,Low Engagement Recommendation
cart_cross_sell,desktop,paid_search,Kiehl's Since 1851,Mini Size,1,0.0,0.0,1,1,0.0,,0.0,2.0,16.0,3.24,7198.0,Low Engagement Recommendation
email_recs,desktop,affiliate,NARS,Mini Size,2,0.0,0.0,2,2,0.0,,0.0,2.0,17.0,3.78,123004.0,Low Engagement Recommendation
pdp_similar,tablet,paid_social,Gucci,Fragrance,4,0.0,0.0,4,4,0.0,,0.0,1.75,89.75,4.03,59825.0,Low Engagement Recommendation
home_recs,desktop,affiliate,Rosebud Perfume Co.,Skincare,2,0.0,0.0,2,2,0.0,,0.0,2.5,7.0,4.38,130544.0,Low Engagement Recommendation
home_recs,mobile_web,affiliate,MILK MAKEUP,Mini Size,2,0.0,0.0,2,2,0.0,,0.0,2.0,19.5,3.8,126320.0,Low Engagement Recommendation
home_recs,desktop,affiliate,WASO,Skincare,1,0.0,0.0,1,1,0.0,,0.0,2.0,28.0,4.42,1360.0,Low Engagement Recommendation
home_recs,mobile_app,affiliate,maude,Fragrance,1,0.0,0.0,1,1,0.0,,0.0,6.0,54.0,5.0,1189.0,Low Engagement Recommendation
pdp_similar,mobile_app,paid_search,Rahua,Hair,1,0.0,0.0,1,1,0.0,,0.0,3.0,58.0,3.2,3290.0,Low Engagement Recommendation
email_recs,desktop,direct,TOCCA,Fragrance,2,0.0,0.0,2,2,0.0,,0.0,2.0,63.0,4.53,36621.0,Low Engagement Recommendation
email_recs,desktop,organic,RANAVAT,Mini Size,1,0.0,0.0,1,1,0.0,,0.0,1.0,35.0,4.78,4293.0,Low Engagement Recommendation
pdp_similar,desktop,organic,Crown Affair,Tools & Brushes,4,0.0,0.0,4,4,0.0,,0.0,3.25,59.5,4.79,29180.0,Low Engagement Recommendation
cart_cross_sell,mobile_web,paid_search,Laura Mercier,Bath & Body,1,0.0,0.0,1,1,0.0,,0.0,3.0,72.0,3.9,20843.0,Low Engagement Recommendation
home_recs,tablet,influencer,tarte,Skincare,2,0.0,0.0,1,1,0.0,,0.0,3.0,15.0,4.11,28821.0,Low Engagement Recommendation
home_recs,mobile_app,organic,CLINIQUE,Bath & Body,2,0.0,0.0,2,2,0.0,,0.0,2.0,38.0,4.71,20490.0,Low Engagement Recommendation
email_recs,tablet,paid_search,Rare Beauty by Selena Gomez,Mini Size,3,0.0,0.0,3,3,0.0,,0.0,4.67,12.33,4.23,156527.0,Low Engagement Recommendation
home_recs,mobile_web,influencer,Armani Beauty,Bath & Body,1,0.0,0.0,1,1,0.0,,0.0,5.0,60.0,4.5,753.0,Low Engagement Recommendation
email_recs,mobile_app,paid_search,Augustinus Bader,Makeup,2,0.0,0.0,2,2,0.0,,0.0,3.0,150.0,4.52,4940.0,Low Engagement Recommendation
home_recs,desktop,organic,Acqua di Parma,Mini Size,1,0.0,0.0,1,1,0.0,,0.0,4.0,77.0,3.33,7290.0,Low Engagement Recommendation
home_recs,mobile_web,paid_search,Google,Tools & Brushes,1,0.0,0.0,1,1,0.0,,0.0,3.0,129.0,4.61,3409.0,Low Engagement Recommendation
cart_cross_sell,mobile_app,paid_search,Tatcha,Mini Size,2,0.0,0.0,2,2,0.0,,0.0,3.5,24.0,4.0,6798.0,Low Engagement Recommendation
home_recs,mobile_app,organic,Sephora Favorites,Makeup,2,0.0,0.0,2,2,0.0,,0.0,3.5,65.0,2.95,37784.0,Low Engagement Recommendation
pdp_similar,tablet,email,Valentino,Makeup,1,0.0,0.0,1,1,0.0,,0.0,3.0,32.0,4.26,3109.0,Low Engagement Recommendation
home_recs,mobile_web,paid_social,Oribe,Bath & Body,1,0.0,0.0,1,1,0.0,,0.0,6.0,48.0,4.41,5777.0,Low Engagement Recommendation
cart_cross_sell,mobile_app,email,HUM Nutrition,Hair,3,0.0,0.0,3,3,0.0,,0.0,1.33,29.33,4.11,45835.0,Low Engagement Recommendation
cart_cross_sell,desktop,paid_social,CLINIQUE,Fragrance,1,0.0,0.0,1,1,0.0,,0.0,2.0,62.0,4.8,4984.0,Low Engagement Recommendation
cart_cross_sell,mobile_web,paid_social,Herbivore,Bath & Body,2,0.0,0.0,2,2,0.0,,0.0,4.0,40.0,4.22,141282.0,Low Engagement Recommendation
cart_cross_sell,mobile_web,influencer,CAY SKIN,Bath & Body,1,0.0,0.0,1,1,0.0,,0.0,2.0,28.0,4.9,4467.0,Low Engagement Recommendation
home_recs,mobile_app,paid_search,Jack Black,Bath & Body,2,0.0,0.0,2,2,0.0,,0.0,3.5,29.5,4.85,7653.0,Low Engagement Recommendation
pdp_similar,mobile_app,paid_social,Acqua di Parma,Mini Size,1,0.0,0.0,1,1,0.0,,0.0,4.0,77.0,3.33,7290.0,Low Engagement Recommendation
home_recs,tablet,organic,SK-II,Skincare,6,0.0,0.0,6,6,0.0,,0.0,2.83,198.33,4.28,47112.0,Low Engagement Recommendation
cart_cross_sell,desktop,influencer,lilah b.,Skincare,1,0.0,0.0,1,1,0.0,,0.0,1.0,14.0,4.53,4469.0,Low Engagement Recommendation
home_recs,mobile_web,influencer,LAWLESS,Skincare,1,0.0,0.0,1,1,0.0,,0.0,4.0,32.0,4.6,12625.0,Low Engagement Recommendation
cart_cross_sell,mobile_app,email,OLEHENRIKSEN,Mini Size,1,0.0,0.0,1,1,0.0,,0.0,3.0,20.0,4.18,8349.0,Low Engagement Recommendation
home_recs,mobile_app,organic,Koh Gen Do,Makeup,2,0.0,0.0,2,2,0.0,,0.0,1.5,96.0,3.98,35210.0,Low Engagement Recommendation
home_recs,mobile_web,paid_social,Susteau,Hair,2,0.0,0.0,2,2,0.0,,0.0,1.5,29.0,3.37,2380.0,Low Engagement Recommendation
email_recs,mobile_app,influencer,CLINIQUE,Mini Size,1,0.0,0.0,1,1,0.0,,0.0,6.0,21.0,4.22,18957.0,Low Engagement Recommendation
home_recs,mobile_web,email,Azzaro,Fragrance,1,0.0,0.0,1,1,0.0,,0.0,6.0,118.0,4.74,1359.0,Low Engagement Recommendation
pdp_similar,desktop,paid_search,goop,Mini Size,1,0.0,0.0,1,1,0.0,,0.0,3.0,25.0,4.29,0.0,Low Engagement Recommendation
email_recs,mobile_app,paid_search,AERIN,Mini Size,1,0.0,0.0,1,1,0.0,,0.0,2.0,35.0,4.19,11147.0,Low Engagement Recommendation
home_recs,tablet,paid_social,IT Cosmetics,Makeup,2,0.0,0.0,2,2,0.0,,0.0,2.5,27.5,3.56,46390.0,Low Engagement Recommendation
email_recs,mobile_web,influencer,Acqua di Parma,Mini Size,2,0.0,0.0,2,2,0.0,,0.0,2.5,77.0,3.33,14580.0,Low Engagement Recommendation
pdp_similar,desktop,direct,Capri Blue,Fragrance,1,0.0,0.0,1,1,0.0,,0.0,5.0,22.0,4.0,2027.0,Low Engagement Recommendation
pdp_similar,mobile_app,affiliate,Evian,Skincare,2,0.0,0.0,2,2,0.0,,0.0,4.0,15.5,4.48,59339.0,Low Engagement Recommendation
cart_cross_sell,tablet,affiliate,Briogeo,Hair,3,0.0,0.0,3,3,0.0,,0.0,3.0,28.33,3.95,203836.0,Low Engagement Recommendation
email_recs,desktop,paid_search,Kate McLeod,Skincare,1,0.0,0.0,1,1,0.0,,0.0,5.0,68.0,4.66,1182.0,Low Engagement Recommendation
email_recs,desktop,direct,Mount Lai,Skincare,1,0.0,0.0,1,1,0.0,,0.0,2.0,36.0,3.83,5375.0,Low Engagement Recommendation
home_recs,tablet,affiliate,goop,Bath & Body,1,0.0,0.0,1,1,0.0,,0.0,3.0,98.0,3.21,1143.0,Low Engagement Recommendation
cart_cross_sell,mobile_app,affiliate,The Ordinary,Hair,2,0.0,0.0,2,2,0.0,,0.0,2.0,21.7,3.86,509240.0,Low Engagement Recommendation
cart_cross_sell,mobile_app,influencer,CANOPY,Fragrance,2,0.0,0.0,2,2,0.0,,0.0,4.5,40.0,5.0,546.0,Low Engagement Recommendation
home_recs,mobile_app,influencer,L'Occitane,Mini Size,1,0.0,0.0,1,1,0.0,,0.0,1.0,12.5,4.51,41017.0,Low Engagement Recommendation
home_recs,desktop,organic,EADEM,Skincare,2,0.0,0.0,2,2,0.0,,0.0,2.0,49.0,4.58,20222.0,Low Engagement Recommendation
cart_cross_sell,tablet,organic,TWEEZERMAN,Makeup,3,0.0,0.0,3,3,0.0,,0.0,2.67,20.33,4.46,81780.0,Low Engagement Recommendation
cart_cross_sell,desktop,affiliate,Tatcha,Makeup,1,0.0,0.0,1,1,0.0,,0.0,2.0,49.0,4.4,45737.0,Low Engagement Recommendation
pdp_similar,tablet,influencer,ROSE INC,Makeup,1,0.0,0.0,1,1,0.0,,0.0,4.0,26.0,4.82,7429.0,Low Engagement Recommendation
home_recs,tablet,direct,Vegamour,Hair,1,0.0,0.0,1,1,0.0,,0.0,2.0,148.0,4.38,5728.0,Low Engagement Recommendation
email_recs,tablet,affiliate,tarte,Skincare,1,0.0,0.0,1,1,0.0,,0.0,1.0,12.0,4.31,48796.0,Low Engagement Recommendation
cart_cross_sell,mobile_web,affiliate,St. Tropez,Bath & Body,1,0.0,0.0,1,1,0.0,,0.0,2.0,45.0,3.9,8302.0,Low Engagement Recommendation
email_recs,tablet,email,KILIAN Paris,Fragrance,2,0.0,0.0,2,2,0.0,,0.0,3.5,132.5,4.09,15711.0,Low Engagement Recommendation
cart_cross_sell,tablet,influencer,Shiseido,Makeup,1,0.0,0.0,1,1,0.0,,0.0,2.0,47.0,4.27,69927.0,Low Engagement Recommendation
home_recs,tablet,paid_search,Ami Colé,Makeup,2,0.0,0.0,2,2,0.0,,0.0,2.0,19.5,4.54,7900.0,Low Engagement Recommendation
email_recs,tablet,organic,L'Occitane,Bath & Body,2,0.0,0.0,2,2,0.0,,0.0,3.5,47.0,4.5,31583.0,Low Engagement Recommendation
email_recs,mobile_web,paid_search,Summer Fridays,Makeup,2,0.0,0.0,2,2,0.0,,0.0,1.5,42.0,4.47,168394.0,Low Engagement Recommendation
pdp_similar,tablet,affiliate,LAWLESS,Mini Size,1,0.0,0.0,1,1,0.0,,0.0,5.0,15.0,2.67,2971.0,Low Engagement Recommendation
pdp_similar,mobile_app,email,lilah b.,Mini Size,1,0.0,0.0,1,1,0.0,,0.0,2.0,22.0,4.2,20954.0,Low Engagement Recommendation
home_recs,mobile_web,organic,PAT McGRATH LABS,Mini Size,1,0.0,0.0,1,1,0.0,,0.0,4.0,25.0,4.44,27415.0,Low Engagement Recommendation
home_recs,mobile_web,paid_social,Nécessaire,Skincare,3,0.0,0.0,3,3,0.0,,0.0,2.33,36.67,4.58,45350.0,Low Engagement Recommendation
cart_cross_sell,mobile_app,email,REN Clean Skincare,Makeup,1,0.0,0.0,1,1,0.0,,0.0,3.0,49.0,4.51,26547.0,Low Engagement Recommendation
pdp_similar,mobile_app,paid_social,Viseart,Makeup,1,0.0,0.0,1,1,0.0,,0.0,3.0,30.0,3.82,23624.0,Low Engagement Recommendation
home_recs,mobile_app,influencer,Eight & Bob,Fragrance,1,0.0,0.0,1,1,0.0,,0.0,2.0,175.0,3.5,394.0,Low Engagement Recommendation
email_recs,mobile_web,paid_social,HUM Nutrition,Makeup,1,0.0,0.0,1,1,0.0,,0.0,6.0,20.0,4.51,12792.0,Low Engagement Recommendation
home_recs,mobile_web,affiliate,RANAVAT,Mini Size,1,0.0,0.0,1,1,0.0,,0.0,1.0,35.0,4.78,4293.0,Low Engagement Recommendation
home_recs,mobile_app,influencer,Saie,Skincare,1,0.0,0.0,1,1,0.0,,0.0,2.0,38.0,4.09,14842.0,Low Engagement Recommendation
email_recs,mobile_app,organic,Fable & Mane,Mini Size,1,0.0,0.0,1,1,0.0,,0.0,2.0,16.0,4.36,28612.0,Low Engagement Recommendation
pdp_similar,tablet,influencer,Christophe Robin,Hair,1,0.0,0.0,1,1,0.0,,0.0,3.0,53.0,3.94,30186.0,Low Engagement Recommendation
cart_cross_sell,tablet,paid_social,amika,Mini Size,1,0.0,0.0,1,1,0.0,,0.0,2.0,10.0,3.94,17210.0,Low Engagement Recommendation
cart_cross_sell,mobile_web,influencer,PATRICK TA,Bath & Body,1,0.0,0.0,1,1,0.0,,0.0,4.0,50.0,4.34,29469.0,Low Engagement Recommendation
email_recs,mobile_app,direct,TAN-LUXE,Bath & Body,1,0.0,0.0,1,1,0.0,,0.0,3.0,36.0,3.45,3205.0,Low Engagement Recommendation
email_recs,mobile_web,paid_social,Kate Somerville,Bath & Body,1,0.0,0.0,1,1,0.0,,0.0,6.0,56.0,4.67,5962.0,Low Engagement Recommendation
cart_cross_sell,tablet,affiliate,GUERLAIN,Fragrance,1,0.0,0.0,1,1,0.0,,0.0,4.0,110.0,4.1,1796.0,Low Engagement Recommendation
email_recs,desktop,influencer,KORA Organics,Bath & Body,1,0.0,0.0,1,1,0.0,,0.0,2.0,60.0,4.67,4892.0,Low Engagement Recommendation
cart_cross_sell,tablet,organic,Ceremonia,Fragrance,1,0.0,0.0,1,1,0.0,,0.0,1.0,42.0,3.5,840.0,Low Engagement Recommendation
pdp_similar,mobile_web,email,Kiehl's Since 1851,Bath & Body,1,0.0,0.0,1,1,0.0,,0.0,6.0,32.0,4.64,26686.0,Low Engagement Recommendation
home_recs,mobile_web,affiliate,LAWLESS,Mini Size,1,0.0,0.0,1,1,0.0,,0.0,5.0,23.0,3.56,10829.0,Low Engagement Recommendation
pdp_similar,tablet,email,Caudalie,Mini Size,2,0.0,0.0,2,2,0.0,,0.0,2.0,21.0,4.37,25592.0,Low Engagement Recommendation
home_recs,mobile_web,email,Gisou,Skincare,1,0.0,0.0,1,1,0.0,,0.0,2.0,32.0,4.95,547.0,Low Engagement Recommendation
email_recs,tablet,paid_social,SEPHORA COLLECTION,Hair,1,0.0,0.0,1,1,0.0,,0.0,2.0,12.0,4.26,4355.0,Low Engagement Recommendation
email_recs,mobile_web,paid_social,Juicy Couture,Fragrance,1,0.0,0.0,1,1,0.0,,0.0,2.0,27.0,4.6,19185.0,Low Engagement Recommendation
home_recs,mobile_app,influencer,La Mer,Bath & Body,1,0.0,0.0,1,1,0.0,,0.0,3.0,300.0,4.13,5085.0,Low Engagement Recommendation
cart_cross_sell,desktop,email,La Mer,Makeup,1,0.0,0.0,1,1,0.0,,0.0,5.0,75.0,4.91,5715.0,Low Engagement Recommendation
cart_cross_sell,desktop,organic,Aquis,Hair,1,0.0,0.0,1,1,0.0,,0.0,3.0,50.0,4.9,3942.0,Low Engagement Recommendation
home_recs,tablet,paid_search,NARS,Tools & Brushes,1,0.0,0.0,1,1,0.0,,0.0,5.0,7.0,4.63,59164.0,Low Engagement Recommendation
pdp_similar,mobile_app,organic,Murad,Mini Size,2,0.0,0.0,2,2,0.0,,0.0,3.0,27.0,4.39,20058.0,Low Engagement Recommendation
home_recs,mobile_web,organic,Verb,Bath & Body,1,0.0,0.0,1,1,0.0,,0.0,2.0,20.0,4.51,3263.0,Low Engagement Recommendation
pdp_similar,tablet,paid_search,MACRENE actives,Skincare,1,0.0,0.0,1,1,0.0,,0.0,2.0,135.0,4.89,328.0,Low Engagement Recommendation
pdp_similar,mobile_web,direct,DOMINIQUE COSMETICS,Makeup,1,0.0,0.0,1,1,0.0,,0.0,3.0,49.0,4.79,3494.0,Low Engagement Recommendation
cart_cross_sell,tablet,affiliate,Juliette Has a Gun,Fragrance,1,0.0,0.0,1,1,0.0,,0.0,3.0,30.0,4.43,11389.0,Low Engagement Recommendation
cart_cross_sell,desktop,email,OUAI,Mini Size,2,0.0,0.0,2,2,0.0,,0.0,3.0,14.0,3.58,87320.0,Low Engagement Recommendation
home_recs,tablet,paid_social,CAY SKIN,Skincare,1,0.0,0.0,1,1,0.0,,0.0,2.0,22.0,4.58,7510.0,Low Engagement Recommendation
email_recs,mobile_web,direct,Lancôme,Mini Size,1,0.0,0.0,1,1,0.0,,0.0,3.0,18.0,4.28,11860.0,Low Engagement Recommendation
email_recs,tablet,influencer,Kate Somerville,Skincare,1,0.0,0.0,1,1,0.0,,0.0,1.0,28.0,4.22,93898.0,Low Engagement Recommendation
cart_cross_sell,desktop,paid_social,Shiseido,Mini Size,1,0.0,0.0,1,1,0.0,,0.0,4.0,30.0,4.29,0.0,Low Engagement Recommendation
pdp_similar,tablet,influencer,Vegamour,Hair,1,0.0,0.0,1,1,0.0,,0.0,3.0,148.0,4.38,5728.0,Low Engagement Recommendation
home_recs,mobile_app,influencer,Freck Beauty,Skincare,1,0.0,0.0,1,1,0.0,,0.0,1.0,32.0,4.53,10510.0,Low Engagement Recommendation
email_recs,desktop,direct,DedCool,Fragrance,2,0.0,0.0,2,2,0.0,,0.0,3.5,72.5,4.83,2054.0,Low Engagement Recommendation
pdp_similar,mobile_web,affiliate,Wander Beauty,Skincare,1,0.0,0.0,1,1,0.0,,0.0,1.0,26.0,4.1,38772.0,Low Engagement Recommendation
email_recs,mobile_app,paid_social,Soleil Toujours,Skincare,1,0.0,0.0,1,1,0.0,,0.0,4.0,68.0,4.87,1880.0,Low Engagement Recommendation
email_recs,mobile_app,affiliate,TWEEZERMAN,Tools & Brushes,1,0.0,0.0,1,1,0.0,,0.0,2.0,24.0,4.31,23009.0,Low Engagement Recommendation
